"X","Unnamed..0","Unnamed..0.1","country","title","zip","instagram_likes","kmeans"
219,219,"219",NA,"Condividi una cocacola con un tuo amico! #cocacola #france #paris #love #this #city",NA,0,"9"
220,220,"220",NA,"Last time I'll see Kanyin for the summer #cocacola",NA,0,"9"
221,221,"221",NA,"Linksmuoliaujam :) #friends #vodka #party",NA,2,"9"
222,222,"222",NA,"Para aligerar el día. #love #CocaCola #TFLers #tweegram #photooftheday #20likes #amazing #followme #follow4follow #like4like #look #instalike #igers #picoftheday #food #instadaily #instafollow #like #girl #iphoneonly #instagood #bestoftheday #instacool #instago #all_shots #follow #webstagram #colorful #style #coatza",NA,10,"1"
223,223,"223",NA,"Who is Robin?  #cocacola#robin#kärleken#sara#lol#my#name#niggah#bitch#instagood#drinks#loveit#lamo#fuckers",NA,15,"4"
224,224,"224","France","#cocacola","75116",0,"1"
225,225,"225","Italy","Condividi questa Coca Cola con chi sorride  @giuls_cherry ❤ #cocacola#lattina#chisorride#behappy#sore#sister#beauty#beautiful#drink#red#redpassion#nails#insta#pic#photooftheday#instaday#tag#target#code#hand#best#likes#likeforlike#l4l#xoxo","21040",6,"1"
226,226,"226",NA,"#me and my  #super #sexy #brother #love #him #share a #cocacola eith #olga @capsh1ika #instaphoto #instamood #instamoment #photooftheday #followme",NA,7,"9"
227,227,"227",NA,"Huuuummmmm #vodka #cocacola #bebertodas #london",NA,0,"9"
228,228,"228",NA,"#miojo#requeijao#presunto#queijo#cocacola#quinta#prova#clinica#tenso",NA,0,"9"
229,229,"229","Spain","Fridays como en los viejos tiempos *O*","28015",7,"1"
230,230,"230","Chile","Ya encontré los Castillo ahora me falta los Vidal #cocacola","4780000",0,"9"
231,231,"231",NA,"@2giordy9 #cocacola #coca #love #cola",NA,1,"9"
232,232,"232",NA,"Star",NA,1,"10"
233,233,"233",NA,"#cocacola#my#name..;)",NA,0,"9"
234,234,"234",NA,"They do exist. #cocacola #biggulp",NA,0,"1"
235,235,"235",NA,"#bettle #vw #guatemalacars #inthestreet #instagram #cocacola #volkswagen",NA,0,"9"
236,236,"236",NA,"#Cocacola #big #medium #small #ARTE",NA,1,"9"
237,237,"237",NA,"Nå er hvertfall mitt liv komplett #share#a#or#two#coke#with#me#life#is#complete#now#happy#as#i#can#be#john#martin#cocacola#magnificent#beautiful",NA,5,"9"
238,238,"238","Cyprus","#hand #m&m #yellow #blue #yummy #cool #instafun #instacool #instamood #instaturkey #instagramers #instagramers #tagsforlike #tagforlike #followme #beautiful #desert #twigram #cocacola #drunk #smoke #bestfriend  #brithday #pinkberry #bonibon #love #hurt #happy #smile #smoke #slims",NA,11,"9"
239,239,"239","Ireland","I had to do it!!! #coke #cocacola",NA,1,"9"
240,240,"240","United States","Cheers to African Coke products :) #worldofcoke #hotlanta #cocacola #summer #drinkup","30313",1,"9"
241,241,"241","France","#cocacola #yohou","75008",0,"9"
242,242,"242","Italy","#my #name #cocacola","37132",0,"1"
243,243,"243",NA,"Open happiness. #cocacola #snapback #polarbear",NA,1,"9"
244,244,"244","Brazil","Carboidratos e sais minerais em forma de tangerina e uva verde, para os meus treinos a noite rs....#drinks #beverages #fit #fitness #gym #lifestyle #powerade #cocacola","11030-540",1,"9"
245,245,"245",NA,"Ahahahaha! #coke #cocacola",NA,1,"9"
246,246,"246",NA,"A Coke from mexico w. Some hot cheetos >>>>> #fire #dailydose #perfect #cocacola #hotcheetos",NA,10,"5"
247,247,"247",NA,"#love #instagood #iphonesia #photooftheday #bw #bn #blackwhite #cocacola #instamood #igers #me #cute #iphoneneonly #instagramhun #instagram #picoftheday #girl #jj #instadaily #bestoftheday #sky #igdaily #beautifull #webstagram #summer
#swag",NA,9,"7"
248,248,"248",NA,"Combinação perfeita sim ou claro?  #cocacola #doritos #perfect #delicious #paradise #good #food #cool #love",NA,3,"9"
249,249,"249","Brazil","Linda!!!!!  @isaflohr","03181-100",642,"4"
250,250,"250",NA,"Rihanna. #love #instagood #iphonesia #photooftheday #bw #bn #blackwhite #cocacola #instamood #igers #me #cute #iphoneneonly #instagramhun #instagram #picoftheday #girl #jj #instadaily #bestoftheday #sky #igdaily #beautifull #webstagram #summer
#swag",NA,6,"7"
251,251,"251","Brazil","No shops #shopping #love #forever #cocacola #directioner #like #tagsforlikes",NA,2,"9"
252,252,"252",NA,"I need a #coke in my life! #cokehead #lifeofacokehead #lifeofacokeaddict #teamcoke #cocacola #coke I <3 coke :)",NA,1,"1"
253,253,"253",NA,"#berries #stawberries #blueberries #blackberries #cocacola",NA,1,"9"
254,254,"254",NA,"#love #instagood #iphonesia #photooftheday #bw #bn #blackwhite #cocacola #instamood #igers #me #cute #iphoneneonly #instagramhun #instagram #picoftheday #girl #jj #instadaily #bestoftheday #sky #igdaily #beautifull #webstagram #summer
#swag",NA,6,"7"
255,255,"255",NA,"#yum #vanilla #cocacola #fatty",NA,1,"7"
256,256,"256",NA,"#summer2012 #throwback  #bbq #cocacola",NA,0,"9"
257,257,"257",NA,"#cocacola#girl#love",NA,1,"9"
258,258,"258","United States","With my best friend drinking Arizona and Coca Cola on the metro mover #delicious#arizona#tea#cocacola#on#metromover#to#bayside#chilling#instagram#instagood#instalikes#follow#picoftheday","33136",0,"1"
259,259,"259",NA,"#cocacola",NA,0,"9"
260,260,"260",NA,"#cocacola #jackdaniels #drink #nice #want #that #like4like #girl #boy #all_shots  #love #it #fashion #pic #shots #photooftheday #classic #beyond",NA,2,"1"
261,261,"261",NA,"#cocacola#day#cold",NA,0,"9"
262,262,"262",NA,"❤coca Cola ??
.
. ✨Follow @hipsterco__  and @hiplet ✨",NA,14,"7"
263,263,"263",NA,"could get used to this.  #sanuks#hammock#cocacola",NA,0,"9"
264,264,"264",NA,"#cocacola",NA,0,"9"
265,265,"265",NA,"#cocacola #name #myname #style #art #color #love",NA,2,"9"
266,266,"266",NA,"Déjeuner chez #Oscar ce midi avec Émilie pendant sa pause #sandwitch #CocaCola",NA,0,"9"
267,267,"267",NA,"Variando un poco para que la desvelada no sea tan aburrida.. #bac #tomorrow #gonatygo #icandoit #cocacola #drpepper #adiction #stuDYING",NA,0,"1"
268,268,"268",NA,"#love #instagood #iphonesia #photooftheday #bw #bn #blackwhite #cocacola #instamood #igers #me #cute #iphoneneonly #instagramhun #instagram #picoftheday #girl #jj #instadaily #bestoftheday #sky #igdaily #beautifull #webstagram #summer
#swag",NA,5,"7"
269,269,"269","Colombia","Mini CocaCola #cocacola",NA,0,"1"
270,270,"270",NA,"#love #instagood #iphonesia #photooftheday #bw #bn #blackwhite #cocacola #instamood #igers #me #cute #iphoneneonly #instagramhun #instagram #picoftheday #girl #jj #instadaily #bestoftheday #sky #igdaily #beautifull #webstagram #summer
#swag",NA,5,"7"
271,271,"271",NA,"La más feliz con este regalitoooooooo me volveré más adicta a estas cosas  #lipsmacker #cocacola",NA,0,"10"
272,272,"272",NA,"#cocacola #love  10 meseci <3",NA,0,"9"
273,273,"273",NA,"Because I'm that cool. ... #shameless #selfie #salon #ponytail #blondie #cocacola #shorts #mirror #yay",NA,0,"9"
274,274,"274",NA,"#chichatime #chicha #coca #cola #cocacola #cherry #cherrycoke #insta #instachill #chill #chillin #instachicha #instacoca #instamoment #plaisir #bonheur #soiree #love",NA,0,"9"
275,275,"275",NA,"#cocacola #smile #goout #life #golook #day #tagsforlikes #red #pub #friend #instagramphoto #jj #CHISORRIDE.",NA,2,"10"
276,276,"276",NA,"#mine#love#heart#puppy#cool#friend#red#best#cocacola#my#look#cartiera#with#friends#and#my#cousin❤",NA,2,"1"
277,277,"277",NA,"Do u like it?",NA,0,"9"
278,278,"278",NA,"Are you thirsty? You can share my #coke #cocacola #cola #icy #ice #chill #chilleddrink #drink #softdrink #cafe #frame #likeforlike #like #drinkit #thirsty",NA,3,"9"
279,279,"279","Spain","Noche de pely con palomitas #pely #film #sofa #cocacola #coke #popcorn #palomitas #guy #gay #antigua #dvd #losjuegosdelhambre","11207",5,"9"
280,280,"280",NA,NA,NA,11,"1"
281,281,"281",NA,"#messedup #can #coke #cocacola #bed",NA,0,"9"
282,282,"282",NA,"Bajoneando un poco #cocacola #toddy #cocolate",NA,0,"9"
283,283,"283",NA,"Éoqtatendo#pizza#dalvalucia#filépalha#salameitaliano#cocacola#quinta#naelegancia",NA,0,"9"
284,284,"284",NA,"#CocaCola#Tasty#Colatag#Instacola#Coke#red#white",NA,1,"9"
285,285,"285",NA,"Hoje é dia de #mcdonald #quarteirão #batatinha #cocacola #amomuitotudoisso #delícia !!! http://t.co/6EZkYyz2AB",NA,NA,NA
286,286,"286",NA,"Je partage un Coca avec @ArDucret !! #cocacola #lucky http://t.co/HUzPXkOD44",NA,NA,NA
287,287,"287",NA,"Father's Day present project complete ☺ #CocaCola #coke #coaster http://t.co/JxBLwZcz7P",NA,NA,NA
288,288,"288",NA,"Nottteeeeee amore ;) hahaaaaaa #cocacola #condividi #con #il #mio #amore &lt;3 http://t.co/slrz11wwv0",NA,NA,NA
289,289,"289",NA,"#sharing #CocaCola #MarcTracey #Angelaa #bestfriends http://t.co/c3zicaXGx5",NA,NA,NA
290,290,"290",NA,"#coke #cocacola #cola #top #can #hipsta  #follow #me",NA,1,"10"
291,291,"291",NA,"Ciao stella, ci manchi! @dececco98 da Sara e Lucia lol",NA,6,"10"
292,292,"292",NA,"Já que nao rolou sushi... #partiu gordice numero 2!#gordice #catdog #fome #estreito #qgdapri #cocacola",NA,0,"9"
293,293,"293",NA,"Found it!! #coke #Laura #cocacola #happy",NA,0,"9"
294,294,"294",NA,"My mission is to find a Coca Cola machine on tour in England ✏ ... I know I'm sad I just really want one with my name on  #shareacoke#cocacola#mission",NA,1,"10"
295,295,"295",NA,"#OraDuLanche #96FM #BauruCity  #CocaCola",NA,0,"9"
296,296,"296",NA,"#coke #cocacola #vanilla #amazing #favourite #omg #instagram #edited #tagsforlikes #tagstagram #instahub #instamood #instagood #instawow #like #clicktwice #taptwice #doubletap #doubleclick #likeit #10likes #20likes #30likes #filter #effect #instacollage",NA,1,"1"
297,297,"297",NA,"#cocacola #mcdonalds #drink #coke #eat #lala",NA,0,"1"
298,298,"298",NA,"#cocacola#tesoro#beautiful#photo#photographer#followme#instagram#instalove#instamood#instagood#instasummer#summer#instafollow",NA,3,"9"
299,299,"299",NA,"My best friend was so sweet to buy me this cocacola with my name on, hæhæ | #cocacola #coke #love #summer #instagood #drink #like #love #training #swag #instadaily #beautiful #igers #bottle #cola #follow #instagram #light #coca #home #instamood #instalove #cool #followme #instabeauty #instagramhub #bestfriend #instacool #tagforlikes #picoftheday",NA,10,"1"
300,300,"300",NA,"Pizza + Coca-Cola. Ta aí um belo casal! Hahaha. #pizza #cocacola #love #food #night #yummy #nham #like #like4like #follow",NA,0,"10"
301,301,"301",NA,"#marihuana #bacardi #coke #cocacola #ps3 #pes #resistence3 #killzone3 #relax somos nosotros con andrew",NA,1,"9"
302,302,"302",NA,"Coca-cola cherry :)",NA,2,"1"
303,303,"303",NA,"#cocacola #coke #old #photo #instafun #instagood #loveit #lol",NA,2,"1"
304,304,"304","Brazil","#Mc #dlç #batatinha #cocacola #hamburguer hmmm.","30190-050",0,"9"
305,305,"305",NA,"#justme#working#glasses#pink#cocacola#bored",NA,1,"9"
306,306,"306",NA,"#cocacola #light #  colección #verano #2013 #coke #light #colection #summer #2013 #animal #print #animalprint #diseño",NA,5,"9"
307,307,"307",NA,"Brinde da #cocacola com esmaltes da #avon nas cores *babado forte *estava escrito *deliciosa *garota da capa",NA,1,"1"
308,308,"308",NA,"@BedeBens #condividiunacocacola ...sorellona!!! #cocacola",NA,0,"10"
309,309,"309",NA,"Im in the VIP chillin✌#working #cocacola #cokobongo #vip #staff #revolucion #tj #loveit",NA,3,"1"
310,310,"310",NA,"Father's Day present project complete ☺ #CocaCola #coke #coaster",NA,0,"10"
311,311,"311",NA,"Thanks @lherring_xx for my coke, told you I wouldn't drink it :-) #cocacola http://t.co/LOqz4FFoYL",NA,NA,NA
312,312,"312",NA,"Neked is egy coca cola: @kikiih22 @hzsuzsi99 #cokezone #cocacola #cola #kira #zsuzsi #name #like #red",NA,1,"1"
313,313,"313",NA,"Coca Cola in libertà #cocacola#freedom#art",NA,0,"9"
314,314,"314",NA,"Ayyyy! #shareacokewithdan #shareacoke #cokezero #cocacola #bus #londonbus #london #dan",NA,2,"9"
315,315,"315",NA,"#CocaCola  #tokyo #sonho #perfeito *-*",NA,0,"9"
316,316,"316","United Kingdom","#cool #little #cocacola #lorry #in #the #mainsquare @ #marrakech #holiday #exotic #oneworld","CM22 6",0,"1"
317,317,"317",NA,"Foto qla del matias el la saco po wasoo",NA,3,"9"
318,318,"318",NA,"Jantar #cocacola #strogonoff #euquefiz #hmmm #delicia #goodnight",NA,0,"1"
319,319,"319",NA,"#americandad #popcorn #coke #cocacola #yum",NA,0,"1"
320,320,"320",NA,"CocaCola Don't Have Shit on Me!!
#CocaCola #instadaily #instagood #instamood #ikonic_rides #implus_daily #instagrammer #myname #amazing #drink #LOVEIT",NA,2,"1"
321,321,"321",NA,"In class #rollingstone #daftpunk #cocacola #prada #class",NA,2,"1"
322,322,"322",NA,"#Love #my #boo #CocaCola #Cola #Photo #Luff @laurax0172",NA,1,"1"
323,323,"323","United States","I used to be so organized...Then I went to work for #cocacola AHHH!! ","30339",0,"9"
324,324,"324","Brazil","Hmmmm minha noite hoje vai ser uma delícia kkk #ruffles #cheetos #bis #cocacola #delicia","18160-000",0,"9"
325,325,"325",NA,"#twitter #facebook #cocacola #mcdonalds #kfc #miami #nyc #newyorkcity #losangeles #rio #mexico #dubai #bombay #paris #londres #tokio #china #brasil #canada #russia #japan #egypt #lasvegas #chicago#atlanta #sandiego #india #autralia #spain #germany",NA,9,"1"
326,326,"326","Albania","#now #me #home #bored #eating #cookies #icetea #tea",NA,62,"10"
327,327,"327",NA,"#cocacola #njanja #favourite #present #bestfriend ❤",NA,0,"1"
328,328,"328","Mexico","Comida de hoy cx con#ensalada #yumm #cocacola #súper rica ♥","58255",0,"9"
329,329,"329",NA,"Tonites #bachelorschow #babyspinich #onion #peppers #mushrooms #whitepotatoes will lay sum #jerked #chicken over top and #crockpot for 6 hrs.",NA,0,"9"
330,330,"330",NA,"#hi #coca #cocacola #light #cocacolalight #diseño #animalprint #swag #friend #friends #coolday #funny #crazy #vashappenin #olakease #uploadpics #imbored #lol #xd #instaweird #instagram #instagood #instacrazy #instacool #instamood #like #likes #tagsforlikes #followme :)",NA,2,"1"
331,331,"331",NA,"#cocacola #kaiser #heineken #heinekenbr",NA,0,"1"
332,332,"332",NA,"#love#cocaCola#nomi#Michela#amazing",NA,0,"9"
333,333,"333",NA,"#coke #cokezero #cocacola #vida",NA,1,"10"
334,334,"334",NA,"Personalized for @kika2297 #cocacola #name #present",NA,0,"9"
335,335,"335",NA,"#cherry #coke #cocacola #drink #followback #instagramhub #iphonesia #follow4follow",NA,4,"10"
336,336,"336","Italy","#love#cocacola","35121",6,"9"
337,337,"337","France","#coca #cocacola #light #partage #uneamie","14470",0,"9"
338,338,"338",NA,"Look what I found #CocaCola #Bottle #Name #Shocked #Aoife #ShareACoke",NA,0,"9"
339,339,"339",NA,"There's only room for happiness",NA,1,"9"
340,340,"340",NA,"I found a #cocacola #bottle with #my #name on it. #cola #coke #diet #light #vanilla #cherry #dietcoke #cokevanilla #cokelight #lightcola #colalight #town #leeds #leedstown #saturday #last #sick #chilling #day #chillaxtime #chillax #time",NA,1,"9"
341,341,"341",NA,"#beer #cocacola #instalove #igaddict #instalovers #instabeauty #instagallery #instafamous #instasg #swag #life #followme #iphonography #iphonegraphy #bestpicture #golook #all_pixs #gmy #instacool #igersoftheday #insta #igersmanila #yolo #fabshots #tag #popularpic #tagstagramers #tagsta",NA,5,"9"
342,342,"342","Mexico","Tengo tantas ganas de cocinar hoy.","07620",0,"9"
343,343,"343",NA,"Finito. #birthday #cake #cocacola #nom",NA,0,"9"
344,344,"344",NA,"That's better #cocacola http://t.co/NeiqvX89X9",NA,NA,NA
345,345,"345",NA,"@igor_pereira_  #cocacola #essacocaefanta",NA,0,"9"
346,346,"346",NA,"Me and Jason are enjoying a coke together. #coke #cocacola #bardandbreakfasttour",NA,0,"9"
347,347,"347",NA,"#vintage find of the day #coke#cocacola @littleletters",NA,1,"9"
348,348,"348",NA,"#bored#home#CocaCola#calo#BlackandWhite",NA,1,"9"
349,349,"349","United States","Coca Cola.. #snapback #cocacola #dope #sly #swag #love  #instagood #instadaily #instamood #instagramhub #iphonesia #igers #ignation #picoftheday #instago #photooftheday #tbt #jj #tattedup #like #followme #beautiful #follow #tweegram #hot #summer #instagramers #instahub #me #bestoftheday","11379",35,"5"
350,350,"350",NA,"desde hoy empiezo a comer saludable decían.. #completo #chatarra #ketchup #cocacola",NA,0,"9"
351,351,"351","Italy","#spuntino #spettacolare #piadineallenutella #cocacola #nutella #buonanotte","00069",0,"9"
352,352,"352","Malaysia","I will miss u Taylor's ","40460",248,"7"
353,353,"353",NA,"I don't give on your mind!
#love #tagsforlikes #thepierone #sixpack #photooftheday #speak #instamood #cocacola #instalegendär #skyviewers #summer #home #igers #instageil #body #instadaily #eautiful #iphonely #instagood #bestoftheday #what #sky #picstich #follow #webstagram #clouds #nofilter #bitte  #beautifulsunsetsforeveryone",NA,6,"1"
354,354,"354",NA,"I had a psychic barmaid who gave me the right name #uncanny #closeenoughanyway #bonjovi #sunderland #cocacola",NA,0,"9"
355,355,"355",NA,"#Mike #my #name #make #it #blurry #because #i #can #coke #cocacola #coca #cola #awesome #ieks",NA,1,"9"
356,356,"356",NA,"Best sign in menorca:-) #holiday#cocacola#blue#sign#drink",NA,0,"9"
357,357,"357",NA,"#amore#cocacola#love#lattina",NA,0,"9"
358,358,"358",NA,"Like  wanna win free tix!!! @bampproject @jointherepublik #rmf24hrs #rmf3",NA,227,"6"
359,359,"359",NA,"@instablonde @instaitalia @instagram @instashoutaout @cocacola @olimpiadeluca @olly62 #cocacola #with #my #mom #love",NA,0,"4"
360,360,"360","Puerto Rico","dandome una rika fria #cocacola","00966",0,"9"
361,361,"361",NA,"Tche... #Piquinik #school #cocacola #chocolate  #ruffles #cheetos  #doritos  #laka #fini .. #Evandro #LeoLourencao",NA,1,"10"
362,362,"362",NA,"This doesn't seem right... #ironic #drink #pepsi #cocacola",NA,0,"9"
363,363,"363",NA,"Best homemade sandwich ;) #amazing #sandwhich #cocacola #barbacue #chips #tagforlikes #tflers #followme #bacon #swag #picoftheday #ig #ignation #igdaily #instagood #waiting #xboxone",NA,4,"1"
364,364,"364",NA,"Ramón..!<3
Kennet euis ietzt den bald bald es jahr und bish ebis verdammts wichtigs ii mim lebe.! die zit wird ich nie vergesse hend so viel sache sho erlebt und werdet na zu viel erlebe.! Du weish iaah wege was, es tut mer echt ietzt na leid das ich das gmacht sheiss fehler gsi.! :/ aber zum glück alles klert und danke für alles, ich freu mich sho uf die nechste paar 100 jahre mit dir.!<3 ly 
#share #a #cocaCola #with #ramon_nicolas",NA,1,"9"
365,365,"365","Israel","קולה זה דבר נפלא #CocaCola",NA,2,"7"
366,366,"366",NA,"#swag#fashion#style#styles#shoes#love#stylish#hair#me",NA,46,"9"
367,367,"367","United Kingdom","having a coke with me fave @what_liam_saw ☺","CH1 1",10,"10"
